address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon
Москва;район Косино-Ухтомский;Оренбургская ул.;д.26К2,район Косино-Ухтомский,Оренбургская ул.,д.26К2,"55.710854,37.864762",30.3,6000000,198019,55.710854,37.864762
Москва;Московский поселение;район Московский;Саларьево Парк ЖК;д.к14/1,район Московский,Саларьево Парк ЖК,д.к14/1,"55.617510,37.408561",34.4,6000000,174418,55.617510,37.408561
Москва;район Кунцево;Мякинино Парк ЖК,unknown,unknown,unknown,"55.803338,37.347289",44.6,6065600,136000,55.803338,37.347289
Москва;район Рязанский;Рязанский просп.;д.вл26,район Рязанский,Рязанский просп.,д.вл26,"55.717107,37.768244",38.0,6061000,159500,55.717107,37.768244
Москва;район Орехово-Борисово Южное;Ясеневая ул.;д.вл14,район Орехово-Борисово Южное,Ясеневая ул.,д.вл14,"55.602559,37.732584",35.9,6074280,169200,55.602559,37.732584
Москва;район Солнцево;Производственная ул.;д.6С20,район Солнцево,Производственная ул.,д.6С20,"55.643526,37.389292",37.6,6099547,162221,55.643526,37.389292
Москва;район Некрасовка;Рождественская ул.;д.33,район Некрасовка,Рождественская ул.,д.33,"55.703185,37.931713",39.2,6083360,155187,55.703185,37.931713
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",133.0,24689730,185637,55.848559,37.419045
Москва;район Южное Тушино;бул. Яна Райниса;д.31,район Южное Тушино,бул. Яна Райниса,д.31,"55.848559,37.419045",133.0,25657672,192914,55.848559,37.419045
Москва;район Лефортово;Авиамоторная ул.;д.12,район Лефортово,Авиамоторная ул.,д.12,"55.753255,37.715552",176.7,26000000,147142,55.753255,37.715552
Москва;район Обручевский;ул. Гарибальди;д.28К1,район Обручевский,ул. Гарибальди,д.28К1,"55.670097,37.550217",81.8,27000000,330073,55.670097,37.550217
Москва;район Кунцево;Молодогвардейская ул.;д.8к1,район Кунцево,Молодогвардейская ул.,д.8к1,"55.735829,37.439086",141.0,31200000,221276,55.735829,37.439086
Москва;район Теплый Стан;ул. Островитянова;д.4,район Теплый Стан,ул. Островитянова,д.4,"55.645131,37.487892",153.0,33000000,215686,55.645131,37.487892
Москва;район Даниловский;Павелецкая наб.;д.6А,район Даниловский,Павелецкая наб.,д.6А,"55.710560,37.645070",138.0,33000000,239130,55.710560,37.645070
Москва;район Басманный;Старая Басманная ул.;д.33,район Басманный,Старая Басманная ул.,д.33,"55.768729,37.667519",270.0,33085710,122539,55.768729,37.667519
Москва;район Кунцево;Истринская ул.;д.8к3,район Кунцево,Истринская ул.,д.8к3,"55.735657,37.432537",145.0,33500000,231034,55.735657,37.432537
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",117.1,33700000,287788,55.806530,37.545995
Москва;район Хорошево-Мневники;Живописная ул.;д.3К1,район Хорошево-Мневники,Живописная ул.,д.3К1,"55.781302,37.453630",187.0,34900000,186631,55.781302,37.453630
Москва;район Митино;Митинская ул.;д.28к4,район Митино,Митинская ул.,д.28к4,"55.845405,37.373096",122.0,35000000,286885,55.845405,37.373096
Москва;район Басманный;Большой Казенный пер.;д.8С2,район Басманный,Большой Казенный пер.,д.8С2,"55.759750,37.655975",125.5,35000000,278884,55.759750,37.655975
Москва;район Басманный;Бакунинская ул.;д.17/28,район Басманный,Бакунинская ул.,д.17/28,"55.774659,37.682134",150.0,37000000,246666,55.774659,37.682134
Москва;район Басманный;Бакунинская ул.;д.17/28,район Басманный,Бакунинская ул.,д.17/28,"55.774659,37.682134",140.0,36999000,264278,55.774659,37.682134
Москва;район Кунцево;Рублевское ш.;д.101,район Кунцево,Рублевское ш.,д.101,"55.743512,37.422099",135.0,37500000,277777,55.743512,37.422099
Москва;район Хорошевский;проезд Березовой Рощи;д.12,район Хорошевский,проезд Березовой Рощи,д.12,"55.791177,37.520411",122.5,37950000,309795,55.791177,37.520411
Москва;район Кунцево;Ярцевская ул.;д.32,район Кунцево,Ярцевская ул.,д.32,"55.741323,37.417733",145.0,38000000,262068,55.741323,37.417733
Москва;район Раменки;Мосфильмовская ул.;д.88к4с1,район Раменки,Мосфильмовская ул.,д.88к4с1,"55.703185,37.491548",137.0,39800000,290510,55.703185,37.491548
Москва;район Аэропорт;Кочновский проезд;д.4к2,район Аэропорт,Кочновский проезд,д.4к2,"55.806530,37.545995",151.0,39900000,264238,55.806530,37.545995
Москва;район Хорошево-Мневники;просп. Маршала Жукова;д.78к5,район Хорошево-Мневники,просп. Маршала Жукова,д.78к5,"55.780350,37.450028",126.0,39900000,316666,55.780350,37.450028
Москва;район Донской;ул. Вавилова;д.4,район Донской,ул. Вавилова,д.4,"55.708663,37.590255",127.0,41990000,330629,55.708663,37.590255
Москва;район Раменки;Мосфильмовская ул.;д.88к4с1,район Раменки,Мосфильмовская ул.,д.88к4с1,"55.703185,37.491548",148.0,42500000,287162,55.703185,37.491548
Москва;район Тверской;Петровский бул.;д.15С1,район Тверской,Петровский бул.,д.15С1,"55.768269,37.615982",115.0,43700000,380000,55.768269,37.615982
Москва;район Беговой;ул. 3-я Ямского Поля;д.9,район Беговой,ул. 3-я Ямского Поля,д.9,"55.781626,37.580894",125.0,43990000,351920,55.781626,37.580894
Москва;район Тропарево-Никулино;просп. Вернадского;д.94к5,район Тропарево-Никулино,просп. Вернадского,д.94к5,"55.652197,37.473042",124.1,48000000,386784,55.652197,37.473042
Москва;район Пресненский;2-я Черногрязская ул.;д.6к3,район Пресненский,2-я Черногрязская ул.,д.6к3,"55.762247,37.549040",121.0,54000000,446280,55.762247,37.549040
